name,trace,lat,lng,country_id
Timimoun,Timimoun,29.2365,0.27,12
Médéa,Medea,36.2704,2.77,12
Boumerdes,Boumerdes,36.759,3.4748,12
Béjaïa,Bejaia,36.7604,5.07,12
Bouïra,Bouira,36.3805,3.9,12
Tizi-Ouzou,Tizi-Ouzou,36.8,4.0333,12
Bordj Bou Arréridj,Bordj Bou Arreridj,36.059,4.63,12
M'sila,M'sila,35.7,4.545,12
Biskra,Biskra,34.86,5.73,12
Batna,Batna,35.57,6.17,12
Guelma,Guelma,36.466,7.428,12
Skikda,Skikda,36.8804,6.9,12
Jijel,Jijel,36.822,5.766,12
Constantine,Constantine,36.36,6.5999,12
Sétif,Setif,36.18,5.4,12
Sefra,Sefra,32.7604,-0.5799,12
Abadla,Abadla,31.0171,-2.7333,12
El Tarf,El Tarf,36.7672,8.3138,12
Oum el Bouaghi,Oum el Bouaghi,35.85,7.15,12
Mila,Mila,36.4503,6.2644,12
Tébessa,Tebessa,35.4104,8.12,12
Khenchela,Khenchela,35.4358,7.1433,12
Souk Ahras,Souk Ahras,36.2904,7.95,12
Aïn Temouchent,Ain Temouchent,35.2975,-1.1404,12
Valdez,Valdez,1.2671,-78.9855,218
Piñas,Pinas,-3.67,-79.65,218
Alausí,Alausi,-2.19,-78.85,218
Yaupi,Yaupi,-2.8543,-77.9363,218
Quito,Quito,-0.215,-78.5001,218
San Gabriel,San Gabriel,0.61,-77.84,218
Jipijapa,Jipijapa,-1.3496,-80.58,218
Santa Cruz,Santa Cruz,-0.5333,-90.35,218
Puerto Villamil,Puerto Villamil,-0.9333,-91.0167,218
Cayambe,Cayambe,0.0504,-78.16,218
Salinas,Salinas,-2.2,-80.98,218
San Lorenzo,San Lorenzo,1.2704,-78.8601,218
Milagro,Milagro,-2.1796,-79.6,218
Muisne,Muisne,0.61,-80.02,218
Zamora,Zamora,-4.0696,-78.97,218
Nueva Loja,Nueva Loja,0.0906,-76.8884,218
Manta,Manta,-0.98,-80.73,218
Chone,Chone,-0.6896,-80.09,218
Sangolquí,Sangolqui,-0.31,-78.46,218
Macará,Macara,-4.3796,-79.95,218
Guayaquil,Guayaquil,-2.22,-79.92,218
Ibarra,Ibarra,0.3604,-78.13,218
Loja,Loja,-3.99,-79.21,218
Babahoyo,Babahoyo,-1.7996,-79.54,218
Portoviejo,Portoviejo,-1.06,-80.46,218
Macas,Macas,-2.3096,-78.12,218
Puyo,Puyo,-1.483,-77.987,218
Ambato,Ambato,-1.2696,-78.62,218
Tena,Tena,-0.9796,-77.81,218
Puerto Francisco de Orellana,Puerto Francisco de Orellana,-0.4664,-76.9872,218
Santo Domingo de los Colorados,Santo Domingo de los Colorados,-0.253,-79.1754,218
Santa Elena,Santa Elena,-2.2262,-80.8587,218
Puerto Baquerizo Moreno,Puerto Baquerizo Moreno,-0.9,-89.6,218
Cuenca,Cuenca,-2.9,-79,218
Guaranda,Guaranda,-1.61,-79.01,218
Azogues,Azogues,-2.74,-78.84,218
Tulcán,Tulcan,0.822,-77.732,218
Riobamba,Riobamba,-1.67,-78.65,218
Latacunga,Latacunga,-0.9296,-78.61,218
Machala,Machala,-3.26,-79.96,218
Esmeraldas,Esmeraldas,0.9304,-79.67,218
Valga,Valga,57.7744,26.0453,233
Viljandi,Viljandi,58.3639,25.59,233
Tallinn,Tallinn,59.4339,24.728,233
Kärdla,Kardla,58.9978,22.7492,233
Rakvere,Rakvere,59.3464,26.3558,233
Pärnu,Parnu,58.3747,24.5136,233
Paide,Paide,58.8856,25.5572,233
Jõgeva,Jogeva,58.7467,26.3939,233
Põlva,Polva,58.0603,27.0694,233
Tartu,Tartu,58.3839,26.7099,233
Rapla,Rapla,59.0072,24.7928,233
Kuressaare,Kuressaare,58.2481,22.5039,233
Jõhvi,Johvi,59.3592,27.4211,233
Võru,Voru,57.8339,27.0194,233
Haapsalu,Haapsalu,58.9431,23.5414,233
Kohtla-Järve,Kohtla-Jarve,59.4,27.2833,233
Narva,Narva,59.3776,28.1603,233
Berenice,Berenice,23.946,35.4842,818
Beni Mazar,Beni Mazar,28.4904,30.81,818
Samalut,Samalut,28.3004,30.71,818
El Mansura,El Mansura,31.0504,31.38,818
Mallawi,Mallawi,27.7304,30.84,818
El Minya,El Minya,28.09,30.75,818
Siwa,Siwa,29.2,25.5167,818
Matruh,Matruh,31.3504,27.23,818
Qena,Qena,26.1505,32.72,818
Salum,Salum,31.567,25.15,818
El Daba,El Daba,31.0338,28.4333,818
El Faiyum,El Faiyum,29.31,30.84,818
Asyut,Asyut,27.19,31.1799,818
Bur Safaga,Bur Safaga,26.7337,33.9333,818
El Alamein,El Alamein,30.8171,28.95,818
Kom Ombo,Kom Ombo,24.47,32.95,818
El Giza,El Giza,30.01,31.19,818
Isna,Isna,25.2904,32.5499,818
El Kharga,El Kharga,25.44,30.55,818
Qasr Farafra,Qasr Farafra,27.0671,27.9666,818
Girga,Girga,26.3304,31.88,818
El Qasr,El Qasr,25.7004,28.8833,818
Hurghada,Hurghada,27.23,33.83,818
Sohag,Sohag,26.5504,31.7,818
El Tur,El Tur,28.2394,33.6148,818
Bur Said,Bur Said,31.26,32.29,818
Tanta,Tanta,30.7904,31,818
Ismaïlia,Ismailia,30.5903,32.26,818
Suez,Suez,30.005,32.5499,818
Beni Suef,Beni Suef,29.0804,31.09,818
Aswan,Aswan,24.0875,32.8989,818
Cairo,Cairo,30.05,31.25,818
Benha,Benha,30.4667,31.1833,818
Dumyat,Dumyat,31.4204,31.82,818
Zagazig,Zagazig,30.5833,31.5167,818
Alexandria,Alexandria,31.2,29.95,818
Shibin el Kom,Shibin el Kom,30.592,30.9,818
El Arish,El Arish,31.1249,33.8006,818
Damanhûr,Damanhur,31.0504,30.47,818
Luxor,Luxor,25.7,32.65,818
Rashid,Rashid,31.4604,30.39,818
Kafr el Sheikh,Kafr el Sheikh,31.109,30.936,818
Tessenei,Tessenei,15.1104,36.6575,232
Mendefera,Mendefera,14.886,38.8163,232
Assab,Assab,13.01,42.73,232
Agordat,Agordat,15.549,37.8867,232
Barentu,Barentu,15.1058,37.5907,232
Massawa,Massawa,15.6101,39.45,232
Asmara,Asmara,15.3333,38.9333,232
Keren,Keren,15.6804,38.45,232
Vitoria,Vitoria,42.85,-2.67,724
Santander,Santander,43.3805,-3.8,724
Logroño,Logrono,42.4704,-2.43,724
Barcelona,Barcelona,41.3833,2.1834,724
Mataró,Mataro,41.54,2.45,724
Oviedo,Oviedo,43.3505,-5.83,724
Arrecife,Arrecife,28.969,-13.5378,724
Las Palmas,Las Palmas,28.1,-15.43,724
Toledo,Toledo,39.867,-4.0167,724
Lorca,Lorca,37.6886,-1.6985,724
Zaragoza,Zaragoza,41.65,-0.89,724
Murcia,Murcia,37.98,-1.13,724
Gijón,Gijon,43.53,-5.67,724
Linares,Linares,38.0833,-3.6334,724
Cartagena,Cartagena,37.6004,-0.98,724
Vigo,Vigo,42.22,-8.73,724
Valladolid,Valladolid,41.65,-4.75,724
Santiago de Compostela,Santiago de Compostela,42.8829,-8.5411,724
Mérida,Merida,38.912,-6.338,724
Algeciras,Algeciras,36.1267,-5.4665,724
Marbella,Marbella,36.5166,-4.8833,724
Almería,Almeria,36.8303,-2.43,724
Córdoba,Cordoba,37.88,-4.77,724
Granada‎,Granada,37.165,-3.585,724
Jaén,Jaen,37.7704,-3.8,724
Málaga,Malaga,36.7204,-4.42,724
Albacete,Albacete,39.0003,-1.87,724
Guadalajara,Guadalajara,40.6337,-3.1666,724
Burgos,Burgos,42.3504,-3.68,724
León,Leon,42.58,-5.57,724
Salamanca,Salamanca,40.9704,-5.67,724
Huelva,Huelva,37.2504,-6.9299,724
Cádiz,Cadiz,36.535,-6.225,724
Ceuta,Ceuta,35.889,-5.307,724
Melilla,Melilla,35.3,-2.95,724
Tarragona,Tarragona,41.1204,1.25,724
Badajoz,Badajoz,38.8804,-6.97,724
La Coruña,La Coruna,43.33,-8.42,724
Ourense,Ourense,42.33,-7.87,724
Bilbao,Bilbao,43.25,-2.93,724
Santa Cruz de Tenerife,Santa Cruz de Tenerife,28.47,-16.25,724
Seville,Seville,37.405,-5.98,724
Pamplona,Pamplona,42.82,-1.65,724
Palma,Palma,39.5743,2.6542,724
Valencia,Valencia,39.485,-0.4,724
Madrid,Madrid,40.4,-3.6834,724
San Sebastián,San Sebastian,43.3204,-1.98,724
Alicante,Alicante,38.3512,-0.4836,724
Castello,Castello,39.9704,-0.05,724
Adigrat,Adigrat,14.2804,39.47,231
Aksum,Aksum,14.1304,38.72,231
Gondar,Gonder,12.61,37.46,231
Nazret,Nazret,8.55,39.27,231
Sodo,Sodo,6.9,37.75,231
Asela,Asela,7.9504,39.1399,231
Dila,Dila,6.4104,38.31,231
Nagele,Nagele,5.3166,39.5833,231
Dembi Dolo,Dembi Dolo,8.5337,34.8,231
Dese,Dese,11.13,39.63,231
Bahir Dar,Bahir Dar,11.6001,37.3833,231
Hagere Hiywet,Hagere Hiywet,8.9804,37.85,231
Gode,Gode,5.95,43.45,231
Giyon,Giyon,8.5304,37.97,231
Shashemene,Shashemene,7.2004,38.59,231
Hosaina,Hosaina,7.5504,37.85,231
Nekemte,Nekemte,9.0905,36.53,231
Yirga Alem,Yirga Alem,6.7504,38.41,231
Gore,Gore,8.149,35.537,231
Gimbi,Gimbi,9.167,35.8333,231
Jima,Jima,7.68,36.83,231
Debre Markos,Debre Markos,10.34,37.72,231
Dolo Bay,Dolo Bay,4.1833,42.0833,231
Arba Minch,Arba Minch,6.04,37.55,231
Awasa,Awasa,7.06,38.477,231
Asosa,Asosa,10.067,34.5333,231
Gambēla,Gambela,8.25,34.5833,231
Jijiga,Jijiga,9.3504,42.79,231
Goba,Goba,7.01,39.97,231
Addis Ababa,Addis Ababa,9.0333,38.7,231
Semera,Semera,11.501,41.201,231
Bati,Bati,11.1837,40.0166,231
Dire Dawa,Dire Dawa,9.59,41.86,231
Mekele,Mekele,13.5,39.47,231
Debre Birhan,Debre Birhan,9.6804,39.53,231
Harar,Harar,9.32,42.15,231
Pori,Pori,61.4789,21.7749,246
Kuopio,Kuopio,62.8943,27.6949,246
Jyväskylä,Jyvaskyla,62.2603,25.75,246
Rovaniemi,Rovaniemi,66.5,25.7159,246
Lahti,Lahti,60.9939,25.6649,246
Mikkeli,Mikkeli,61.69,27.285,246
Oulu,Oulu,65,25.47,246
Hämeenlinna,Hameenlinna,60.997,24.472,246
Seinäjoki,Seinajoki,62.8,22.8333,246
Tampere,Tampere,61.5,23.75,246
Kajaani,Kajaani,64.2333,27.6833,246
Lappeenranta,Lappeenranta,61.0671,28.1833,246
Joensuu,Joensuu,62.6,29.7666,246
Kouvola,Kouvola,60.876,26.709,246
Helsinki,Helsinki,60.1756,24.9341,246
Kemi,Kemi,65.7333,24.5817,246
Mariehamn,Mariehamn,60.1,19.95,246
Porvoo,Porvoo,60.4004,25.666,246
Turku,Turku,60.4539,22.255,246
Sodankylä,Sodankyla,67.4171,26.6,246
Kemijärvi,Kemijarvi,66.6667,27.4167,246
Kokkola,Kokkola,63.8333,23.1167,246
Vaasa,Vaasa,63.1,21.6,246
Savonlinna,Savonlinna,61.8666,28.8833,246
Lautoka,Lautoka,-17.6161,177.4666,242
Nandi,Nandi,-17.7996,177.4166,242
Suva,Suva,-18.133,178.4417,242
Labasa,Labasa,-16.4166,179.3833,242
Stanley,Stanley,-51.7,-57.85,238
Kolonia,Kolonia,6.9639,158.2083,583
Colonia,Colonia,9.5144,138.1292,583
Palikir,Palikir,6.9166,158.15,583
Weno,Weno,7.4458,151.85,583
Tofol,Tofol,5.3261,163.0083,583
Tórshavn,Torshavn,62.03,-6.82,234
Klaksvík,Klaksvik,62.2375,-6.539,234
Bastia,Bastia,42.7032,9.45,250
Lorient,Lorient,47.7504,-3.3666,250
Brest,Brest,48.3904,-4.495,250
Aix-en-Provence,Aix-en-Provence,43.52,5.45,250
Ajaccio,Ajaccio,41.9271,8.7283,250
Marseille,Marseille,43.29,5.375,250
Rennes,Rennes,48.1,-1.67,250
Nantes,Nantes,47.2104,-1.59,250
Orléans,Orleans,47.9004,1.9,250
Paris,Paris,48.8667,2.3333,250
Clermont-Ferrand,Clermont-Ferrand,45.78,3.08,250
Metz,Metz,49.1203,6.18,250
Montpellier,Montpellier,43.6104,3.87,250
Poitier,Poitier,46.5833,0.3333,250
Bordeaux,Bordeaux,44.85,-0.595,250
Limoges,Limoges,45.83,1.25,250
Dijon,Dijon,47.3304,5.03,250
Lille,Lille,50.65,3.08,250
Lyon,Lyon,45.77,4.83,250
Strasbourg,Strasbourg,48.58,7.75,250
Toulouse,Toulouse,43.62,1.4499,250
Rouen,Rouen,49.4304,1.08,250
Amiens,Amiens,49.9004,2.3,250
Besançon,Besancon,47.23,6.03,250
Caen,Caen,49.1838,-0.35,250
Vichy,Vichy,46.1171,3.4167,250
Mulhouse,Mulhouse,47.7504,7.35,250
Biarritz,Biarritz,43.4733,-1.5616,250
Cherbourg,Cherbourg,49.6504,-1.65,250
Reims,Reims,49.2504,4.03,250
Calais,Calais,50.9504,1.8333,250
Roanne,Roanne,46.0333,4.0667,250
Dieppe,Dieppe,49.9337,1.0833,250
Le Havre,Le Havre,49.505,0.105,250
Brive,Brive,45.1504,1.5333,250
Béziers,Beziers,43.3505,3.21,250
St.-Brieuc,St.-Brieuc,48.5167,-2.7833,250
Angers,Angers,47.48,-0.53,250
Le Mans,Le Mans,48.0004,0.1,250
Arras,Arras,50.2833,2.7833,250
Troyes,Troyes,48.3404,4.0834,250
Nancy,Nancy,48.6837,6.2,250
Nevers,Nevers,46.9837,3.1667,250
Auxerre,Auxerre,47.8004,3.5666,250
Tours,Tours,47.3804,0.6999,250
Bourges,Bourges,47.0837,2.4,250
Versailles,Versailles,48.8005,2.1333,250
Melun,Melun,48.5333,2.6666,250
La Rochelle,La Rochelle,46.1667,-1.15,250
Agen,Agen,44.2004,0.6333,250
Annecy,Annecy,45.9,6.1167,250
Grenoble,Grenoble,45.1804,5.72,250
Saint-Étienne,Saint-Etienne,45.4304,4.38,250
Toulon,Toulon,43.1342,5.9188,250
Nice,Nice,43.715,7.265,250
Tarbes,Tarbes,43.2333,0.0833,250
Perpignan,Perpignan,42.7,2.9,250
Nîmes,Nimes,43.8304,4.35,250
Tchibanga,Tchibanga,-2.857,11.027,266
Gamba,Gamba,-2.65,10,266
Libreville,Libreville,0.3854,9.458,266
Omboué,Omboue,-1.5662,9.25,266
Ndende,Ndende,-2.3829,11.3833,266
Mayumba,Mayumba,-3.4166,10.65,266
Moanda,Moanda,-1.5655,13.2,266
Mouila,Mouila,-1.8662,11.0167,266
Okandja,Okandja,-0.6829,13.7833,266
Franceville,Franceville,-1.6333,13.5833,266
Oyem,Oyem,1.6166,11.5833,266
Makokou,Makokou,0.5671,12.8666,266
Mitzik,Mitzik,0.7837,11.5666,266
Bitam,Bitam,2.0837,11.4834,266
Mékambo,Mekambo,1.0171,13.9333,266
Koulamoutou,Koulamoutou,-1.1329,12.4833,266
Bifoum,Bifoum,-0.3329,10.3832,266
Port-Gentil,Port-Gentil,-0.72,8.78,266
Lambaréné,Lambarene,-0.6996,10.2166,266
Warrington,Warrington,53.3833,-2.6,826
Newbury,Newbury,51.4,-1.3167,826
Swindon,Swindon,51.5167,-1.7833,826
Wick,Wick,58.4333,-3.0834,826
Dudley,Dudley,52.5,-2.0833,826
Oxford,Oxford,51.7704,-1.25,826
Hackney,Hackney,51.55,-0.05,826
Matlock,Matlock,53.1333,-1.5333,826
Lochgilphead,Lochgilphead,56.0333,-5.4167,826
Northallerton,Northallerton,54.3333,-1.4333,826
Edinburgh,Edinburgh,55.9483,-3.2191,826
Sunderland,Sunderland,54.92,-1.38,826
Swansea,Swansea,51.63,-3.95,826
Wokingham,Wokingham,51.4167,-0.8333,826
City of Westminster,City of Westminster,51.5,-0.1167,826
Solihull,Solihull,52.4167,-1.7833,826
Rochdale,Rochdale,53.6167,-2.15,826
Nottingham,Nottingham,52.9703,-1.17,826
Winchester,Winchester,51.0167,-1.3167,826
Wembley,Wembley,51.55,-0.2833,826
Motherwell,Motherwell,55.7833,-4,826
Reading,Reading,51.47,-0.98,826
Torquay,Torquay,50.45,-3.5,826
Thornbury,Thornbury,51.6089,-2.5203,826
Oldham,Oldham,53.55,-2.1167,826
Elgin,Elgin,57.65,-3.3333,826
Wallsend,Wallsend,54.9914,-1.5597,826
Weston-super-Mare,Weston-super-Mare,51.3458,-2.9678,826
Hounslow,Hounslow,51.4667,-0.35,826
Irvine,Irvine,55.6,-4.6667,826
Barnsley,Barnsley,53.55,-1.4833,826
Falkirk,Falkirk,56,-3.7667,826
Slough,Slough,51.5,-0.5833,826
Huddersfield,Huddersfield,53.65,-1.7833,826
Kingston upon Hull,Kingston upon Hull,53.7504,-0.33,826
Romford,Romford,51.5833,0.2,826
Stafford,Stafford,52.8,-2.1,826
Grays,Grays,51.4833,0.3333,826
Hertford,Hertford,51.8,-0.0667,826
Coventry,Coventry,52.4204,-1.5,826
Leicester,Leicester,52.63,-1.1332,826
Beverley,Beverley,53.8333,-0.4167,826
Stirling,Stirling,56.1167,-3.95,826
Norwich,Norwich,52.6304,1.3,826
Darlington,Darlington,54.5333,-1.5667,826
Hereford,Hereford,52.05,-2.7167,826
Grimsby,Grimsby,53.5333,-0.05,826
Bradford,Bradford,53.8,-1.75,826
Bracknell,Bracknell,51.4167,-0.75,826
Morpeth,Morpeth,55.1667,-1.6833,826
Gateshead,Gateshead,54.945,-1.6175,826
Wandsworth,Wandsworth,51.45,-0.2,826
South Shields,South Shields,54.9878,-1.4214,826
Sheffield,Sheffield,53.3667,-1.5,826
Ystrad Mynach,Ystrad Mynach,51.6403,-3.2433,826
South Bank,South Bank,54.5667,-1.15,826
Haddington,Haddington,55.9333,-2.7667,826
Aberaeron,Aberaeron,52.25,-4.25,826
Lerwick,Lerwick,60.15,-1.15,826
Cambridge,Cambridge,52.2004,0.1166,826
Glenrothes,Glenrothes,56.2,-3.1833,826
Pen-y-Bont ar Ogwr,Pen-y-Bont ar Ogwr,51.5058,-3.5772,826
Barri,Barri,51.4067,-3.2694,826
Carlisle,Carlisle,54.88,-2.93,826
Aylesbury,Aylesbury,51.8167,-0.8,826
Lincoln,Lincoln,53.2333,-0.5333,826
Bromley,Bromley,51.4,0.05,826
Kirkwall,Kirkwall,58.967,-2.95,826
Blackpool,Blackpool,53.8304,-3.05,826
Croydon,Croydon,51.3833,-0.1,826
Dorchester,Dorchester,50.7167,-2.4333,826
Hendon,Hendon,51.6,-0.2167,826
Hammersmith,Hammersmith,51.5,-0.2333,826
Bournemouth,Bournemouth,50.73,-1.9,826
Fort William,Fort William,56.8165,-5.1121,826
Dumfries,Dumfries,55.0671,-3.55,826
Dumbarton,Dumbarton,55.95,-4.5667,826
Luton,Luton,51.8804,-0.42,826
Bristol,Bristol,51.45,-2.5833,826
Enfield,Enfield,51.6667,-0.0667,826
Camberwell,Camberwell,51.4736,-0.0916,826
Truro,Truro,50.2617,-5.0433,826
Penzance,Penzance,50.1337,-5.55,826
Clydach Vale,Clydach Vale,51.6267,-3.4761,826
Telford,Telford,52.6333,-2.5,826
Stockton-on-Tees,Stockton-on-Tees,54.5833,-1.4167,826
Maidenhead,Maidenhead,51.5167,-0.7,826
Dalkeith,Dalkeith,55.8667,-3.0667,826
Wood Green,Wood Green,51.6,-0.1167,826
Pont-y-pŵl,Pont-y-pwl,51.7011,-3.0444,826
Perth,Perth,56.4003,-3.47,826
Milton Keynes,Milton Keynes,52.0333,-0.7,826
Hartlepool,Hartlepool,54.6861,-1.2125,826
Harrow,Harrow,51.5833,-0.3167,826
Oldbury,Oldbury,52.5,-2.0167,826
Ashton-under-Lyne,Ashton-under-Lyne,53.5,-2.1,826
Wakefield,Wakefield,53.7,-1.4833,826
Trowbridge,Trowbridge,51.3189,-2.2086,826
Maidstone,Maidstone,51.2667,0.5167,826
Poole,Poole,50.7167,-2,826
Newport,Newport,50.7,-1.3,826
Walsall,Walsall,52.6,-2,826
Woolwich,Woolwich,51.4667,0.2,826
Southend-on-Sea,Southend-on-Sea,51.55,0.72,826
Scunthorpe,Scunthorpe,53.5833,-0.65,826
Caernarfon,Caernarfon,53.15,-4.2667,826
Hamilton,Hamilton,55.7667,-4.0333,826
Durham,Durham,54.7667,-1.5667,826
Warwick,Warwick,52.2833,-1.5833,826
Aberdeen,Aberdeen,57.1704,-2.08,826
Newtown Saint Boswells,Newtown Saint Boswells,55.5833,-2.6833,826
Sutton,Sutton,51.35,-0.2,826
Catford,Catford,51.45,-0.0167,826
Lambeth,Lambeth,51.5,-0.1167,826
Lewes,Lewes,50.8667,-0.0167,826
Dundee,Dundee,56.4704,-3,826
Ipswich,Ipswich,52.0703,1.17,826
Birmingham,Birmingham,52.475,-1.92,826
Stoke,Stoke,53.0004,-2.18,826
Stockport,Stockport,53.4,-2.15,826
Chelmsford,Chelmsford,51.7333,0.4833,826
Leeds,Leeds,53.83,-1.58,826
Bath,Bath,51.3837,-2.35,826
Ayr,Ayr,55.4504,-4.6167,826
Kirkintilloch,Kirkintilloch,55.9167,-4.1667,826
Wallasey,Wallasey,53.4333,-3.0667,826
Conwy,Conwy,53.2833,-3.8333,826
Rhuthun,Rhuthun,53.1167,-3.3,826
Walthamstow,Walthamstow,51.6,-0.0333,826
Halifax,Halifax,53.7167,-1.85,826
Peterborough,Peterborough,52.5804,-0.25,826
Rotherham,Rotherham,53.4333,-1.35,826
Alloa,Alloa,56.1167,-3.8,826
Southampton,Southampton,50.9,-1.4,826
Ebbw Vale,Ebbw Vale,51.7833,-3.2,826
Forfar,Forfar,56.65,-2.8833,826
Islington,Islington,51.5333,-0.1,826
Caerfyrddin,Caerfyrddin,51.8592,-4.3117,826
Ealing,Ealing,51.4888,-0.3048,826
Kilmarnock,Kilmarnock,55.6333,-4.5333,826
Newport,Newport,51.5833,-2.9833,826
Kensington,Kensington,51.5047,-0.1998,826
Hwlffordd,Hwlffordd,51.8017,-4.9708,826
Uxbridge,Uxbridge,51.55,-0.4833,826
Twickenham,Twickenham,51.4333,-0.3167,826
Plymouth,Plymouth,50.3854,-4.16,826
Livingston,Livingston,55.8833,-3.5333,826
Portsmouth,Portsmouth,50.8003,-1.08,826
Paisley,Paisley,55.8333,-4.4333,826
Exeter,Exeter,50.7004,-3.53,826
Widnes,Widnes,53.35,-2.7333,826
Stretford,Stretford,53.45,-2.3167,826
Stornoway,Stornoway,58.2167,-6.3667,826
Manchester,Manchester,53.5004,-2.248,826
Inverness,Inverness,57.4671,-4.2333,826
Morden,Morden,51.3982,-0.1984,826
London,London,51.5,-0.1167,826
Ilford,Ilford,51.5597,0.0708,826
Poplar,Poplar,51.5,-0.0167,826
Salford,Salford,53.4833,-2.2667,826
Derby,Derby,52.9333,-1.5,826
Mold,Mold,53.1667,-3.1333,826
Worcester,Worcester,52.2,-2.2,826
Rochester,Rochester,51.3833,0.5167,826
Chichester,Chichester,50.8333,-0.7833,826
East Ham,East Ham,51.5333,0.05,826
Oakham,Oakham,52.6667,-0.7333,826
Gloucester,Gloucester,51.8333,-2.25,826
Wrecsam,Wrecsam,53.05,-3,826
Wolverhampton,Wolverhampton,52.5833,-2.1333,826
Llangefni,Llangefni,53.2667,-4.3333,826
Hove,Hove,50.8333,-0.1833,826
Brighton,Brighton,50.8303,-0.17,826
Doncaster,Doncaster,53.5333,-1.1167,826
Shrewsbury,Shrewsbury,52.7167,-2.7333,826
Glasgow,Glasgow,55.8744,-4.2507,826
Camden Town,Camden Town,51.5457,-0.1403,826
Cardiff,Cardiff,51.5,-3.225,826
Bexleyheath,Bexleyheath,51.45,0.15,826
Dover,Dover,51.1337,1.3,826
Bury,Bury,53.6,-2.3,826
Greenock,Greenock,55.9333,-4.75,826
Middlesbrough,Middlesbrough,54.5804,-1.23,826
Scarborough,Scarborough,54.2804,-0.43,826
Merthyr Tudful,Merthyr Tudful,51.75,-3.3833,826
Taunton,Taunton,51.0211,-3.1047,826
York,York,53.9704,-1.08,826
Port Talbot,Port Talbot,51.6,-3.7833,826
Dagenham,Dagenham,51.55,0.1667,826
Liverpool,Liverpool,53.416,-2.918,826
Saint Helens,Saint Helens,53.45,-2.7333,826
Knowsley,Knowsley,53.45,-2.85,826
Kingston upon Thames,Kingston upon Thames,51.4167,-0.2833,826
Wigan,Wigan,53.5333,-2.6167,826
Southport,Southport,53.6667,-3,826
Preston,Preston,53.7667,-2.7167,826
Blackburn,Blackburn,53.75,-2.4833,826
Bolton,Bolton,53.5833,-2.4333,826
Hugh Town,Hugh Town,49.9146,-6.3143,826
Bedford,Bedford,52.1333,-0.45,826
Chicksands,Chicksands,52.0333,-0.3667,826
Sandbach,Sandbach,53.1333,-2.3667,826
Chester,Chester,53.2,-2.92,826
Llandrindod Wells,Llandrindod Wells,52.2333,-3.3833,826
Northampton,Northampton,52.25,-0.8833,826
Giffnock,Giffnock,55.8,-4.2833,826
Newcastle,Newcastle,55.0004,-1.6,826
Downpatrick,Downpatrick,54.3269,-5.7113,826
Coleraine,Coleraine,55.1349,-6.6687,826
Magherafelt,Magherafelt,54.7543,-6.6094,826
Dungannon,Dungannon,54.5033,-6.7643,826
Cookstown,Cookstown,54.6428,-6.7452,826
Bangor,Bangor,54.6617,-5.6654,826
Strabane,Strabane,54.8224,-7.4684,826
Londonderry,Londonderry,55.0004,-7.3333,826
Omagh,Omagh,54.6,-7.3,826
Enniskillen,Enniskillen,54.3466,-7.6411,826
Ballymena,Ballymena,54.8612,-6.2763,826
Banbridge,Banbridge,54.3509,-6.267,826
Armagh,Armagh,54.3481,-6.6496,826
Newtownabbey,Newtownabbey,54.6691,-5.9044,826
Craigavon,Craigavon,54.4497,-6.3646,826
Antrim,Antrim,54.7129,-6.2085,826
Newry,Newry,54.178,-6.3381,826
Lisburn,Lisburn,54.5099,-6.0404,826
Belfast,Belfast,54.5968,-5.9254,826
Belfast,Belfast,54.6,-5.96,826
Usk,Usk,51.7025,-2.9042,826
Saint George's,Saint George's,12.0526,-61.7416,308
Poti,Poti,42.1557,41.6716,268
Tbilisi,Tbilisi,41.725,44.7908,268
Rustavi,Rustavi,41.5704,45.05,268
Tskhinvali,Tskhinvali,42.2325,43.975,268
Rustavi,Rustavi,42.2897,43.8543,268
Sukhumi,Sukhumi,43.02,41.02,268
Zugdidi,Zugdidi,42.5088,41.8709,268
Gori,Gori,41.9842,44.1158,268
Batumi,Batumi,41.6,41.63,268
Akhaltsikhe,Akhaltsikhe,41.639,42.9826,268
Mtskheta,Mtskheta,41.8451,44.7188,268
Telavi,Telavi,41.9198,45.4732,268
Ozurgeti,Ozurgeti,41.9244,42.0068,268
Kutaisi,Kutaisi,42.25,42.73,268
Ambrolauri,Ambrolauri,42.5211,43.1622,268
Cayenne,Cayenne,4.933,-52.33,254
Kourou,Kourou,5.16,-52.6499,254
Roura,Roura,4.73,-52.33,254
Sinnamary,Sinnamary,5.38,-52.96,254
Iracoubo,Iracoubo,5.4804,-53.22,254
Saint-Georges,Saint-Georges,3.9105,-51.81,254
Saint-Laurent-du-Maroni,Saint-Laurent-du-Maroni,5.4976,-54.0325,254
Saint Peter Port,Saint Peter Port,49.4561,-2.5408,831
Ho,Ho,6.6004,0.47,288
Bolgatanga,Bolgatanga,10.7904,-0.85,288
Yendi,Yendi,9.4337,-0.0167,288
Tamale,Tamale,9.4004,-0.84,288
Sunyani,Sunyani,7.336,-2.336,288
Berekum,Berekum,7.4504,-2.59,288
Kumasi,Kumasi,6.69,-1.63,288
Wa,Wa,10.0604,-2.5,288
Cape Coast,Cape Coast,5.1104,-1.25,288
Sekondi,Sekondi,4.9433,-1.704,288
Bawku,Bawku,11.0604,-0.24,288
Nkawkaw,Nkawkaw,6.5505,-0.78,288
