name,trace,lat,lng,country_id
Daet,Daet,14.1122,122.9553,608
Calbayog,Calbayog,12.0672,124.6042,608
Davao,Davao,7.11,125.63,608
Digos,Digos,6.7497,125.3572,608
Dipolog,Dipolog,8.5883,123.3409,608
Dumaguete City,Dumaguete City,9.307,123.3074,608
General Santos,General Santos,6.1108,125.1747,608
Iba,Iba,15.3276,119.978,608
Ilagan,Ilagan,17.1485,121.8892,608
Catarman,Catarman,12.4989,124.6377,608
Iloilo,Iloilo,10.705,122.545,608
Ipil,Ipil,7.7844,122.5861,608
Jolo,Jolo,6.0522,121.0022,608
Pasig City,Pasig City,14.5604,121.0812,608
Dagupan,Dagupan,16.0479,120.3408,608
Baler,Baler,15.7589,121.5607,608
Bangued,Bangued,17.5982,120.6155,608
Balanga,Balanga,14.6761,120.5361,608
Boac,Boac,13.4463,121.84,608
Malita,Malita,6.415,125.6117,608
Malolos,Malolos,14.8443,120.8104,608
Mati,Mati,6.9551,126.2166,608
Iligan,Iligan,8.1712,124.2154,608
Bayombong,Bayombong,16.4812,121.1497,608
Angeles,Angeles,15.1451,120.5451,608
Bacolod,Bacolod,10.6317,122.9817,608
Mandaue City,Mandaue City,10.3237,123.9436,608
Bongao,Bongao,5.0292,119.7731,608
Bontoc,Bontoc,17.0899,120.978,608
Borongan,Borongan,11.6081,125.4319,608
Muntinlupa City,Muntinlupa City,14.4135,121.0263,608
Nabunturan,Nabunturan,7.6029,125.9629,608
Naga,Naga,13.6192,123.1814,608
Naval,Naval,11.5612,124.3952,608
Navotas,Navotas,14.6477,120.9591,608
Olongapo,Olongapo,14.8296,120.2828,608
Ormac,Ormac,11.0643,124.6075,608
Oroquieta,Oroquieta,8.4859,123.8048,608
Pagadian,Pagadian,7.853,123.507,608
Palayan City,Palayan City,15.5415,121.0848,608
Pasay City,Pasay City,14.5504,121,608
Pili,Pili,13.7177,123.7448,608
Prosperidad,Prosperidad,8.58,125.8964,608
Puerto Princesa,Puerto Princesa,9.7543,118.7444,608
Quezon City,Quezon City,14.6504,121.03,608
Romblon,Romblon,12.5751,122.2708,608
San Fernando,San Fernando,16.6186,120.3194,608
San Fernando,San Fernando,15.0343,120.6844,608
San Jose,San Jose,10.18,125.5683,608
San Juan,San Juan,14.6,121.0333,608
Santa Cruz,Santa Cruz,14.1167,121.2833,608
Santiago,Santiago,16.6881,121.5472,608
Shariff Aguak,Shariff Aguak,6.8647,124.4417,608
Jordan,Jordan,10.6584,122.5963,608
City of Parañaque,City of Paranaque,14.4978,120.9907,608
Kalibo,Kalibo,11.7086,122.3648,608
Kidapawan,Kidapawan,7.0083,125.0894,608
Lagawe,Lagawe,16.8,121.1192,608
La Trinidad,La Trinidad,16.4556,120.5903,608
Lapu-Lapu City,Lapu-Lapu City,10.3103,123.9494,608
Legazpi,Legazpi,13.17,123.75,608
Lingayen,Lingayen,16.0218,120.2319,608
Batangas,Batangas,13.7817,121.0217,608
Maasin,Maasin,10.1336,124.8447,608
Malabon,Malabon,14.6691,120.972,608
Mambajao,Mambajao,9.2504,124.7156,608
Mamburao,Mamburao,13.2233,120.596,608
Mandaluyong City,Mandaluyong City,14.5832,121.0409,608
Marikina City,Marikina City,14.6414,121.1118,608
Masbate,Masbate,12.3687,123.6225,608
Basco,Basco,20.4486,121.9702,608
Antipolo,Antipolo,14.5886,121.1757,608
Koronadal,Koronadal,6.2541,124.9922,608
Isulan,Isulan,6.6294,124.6051,608
Tagum,Tagum,7.4475,125.8094,608
Tandag,Tandag,9.0783,126.1986,608
Tarlac,Tarlac,15.4838,120.5834,608
Trece Martires City,Trece Martires City,14.2832,120.8677,608
Lucena,Lucena,13.9348,121.6127,608
Tuguegarao,Tuguegarao,17.6131,121.7269,608
Valenzuela,Valenzuela,14.6936,120.9656,608
Kabugao,Kabugao,18.0231,121.184,608
Sorsogon,Sorsogon,12.9708,124.0053,608
Surigao,Surigao,9.7843,125.4888,608
Tabuk,Tabuk,17.4084,121.2785,608
Tacloban,Tacloban,11.2504,125,608
Tagum,Tagum,7.3821,125.8017,608
Virac,Virac,13.5848,124.2374,608
Tubod,Tubod,8.0555,123.7904,608
San Jose,San Jose,10.745,121.9415,608
Vigan,Vigan,17.5747,120.3869,608
Taguig City,Taguig City,14.5289,121.0723,608
Zamboanga,Zamboanga,6.92,122.08,608
Siquijor,Siquijor,9.2142,123.515,608
Turbat,Turbat,25.9918,63.0718,586
Karachi,Karachi,24.87,66.99,586
Gilgit,Gilgit,35.9171,74.3,586
Chaman,Chaman,30.925,66.4463,586
Kasur,Kasur,31.1254,74.455,586
Islamabad,Islamabad,33.7,73.1666,586
Nawabshah,Nawabshah,26.2454,68.4,586
Quetta,Quetta,30.22,67.025,586
Bannu,Bannu,32.989,70.5986,586
Sadiqabad,Sadiqabad,28.3006,70.1302,586
Sukkur,Sukkur,27.7136,68.8486,586
Chiniot,Chiniot,31.72,72.98,586
Bahawalpur,Bahawalpur,29.39,71.675,586
Hyderabad,Hyderabad,25.38,68.375,586
Mardan,Mardan,34.2,72.04,586
Zhob,Zhob,31.349,69.4386,586
Jhang,Jhang,31.2804,72.325,586
Sheikhu Pura,Sheikhu Pura,31.72,73.99,586
Sahiwal,Sahiwal,30.6717,73.1118,586
Okara,Okara,30.8104,73.45,586
Faisalabad,Faisalabad,31.41,73.11,586
Rahim Yar Khan,Rahim Yar Khan,28.4202,70.2952,586
Mirput Khas,Mirput Khas,25.5318,69.0118,586
Dera Ghazi Khan,Dera Ghazi Khan,30.0604,70.6351,586
Peshawar,Peshawar,34.005,71.535,586
Rawalpindi,Rawalpindi,33.6,73.04,586
Gujrat,Gujrat,32.58,74.08,586
Sargodha,Sargodha,32.0854,72.675,586
Saidu,Saidu,34.75,72.35,586
Kundian,Kundian,32.4522,71.4718,586
Gwadar,Gwadar,25.139,62.3286,586
Parachinar,Parachinar,33.8992,70.1008,586
Larkana,Larkana,27.5618,68.2068,586
Lahore,Lahore,31.56,74.35,586
Gujranwala,Gujranwala,32.1604,74.185,586
Multan,Multan,30.2,71.455,586
Sialkote,Sialkote,32.52,74.56,586
Mansehra,Mansehra,34.3418,73.1968,586
Abbottabad,Abbottabad,34.1495,73.1995,586
Dera Ismail Khan,Dera Ismail Khan,31.829,70.8986,586
Kohat,Kohat,33.6027,71.4327,586
Wrocław,Wroclaw,51.1104,17.03,616
Białystok,Bialystok,53.1504,23.17,616
Lublin,Lublin,51.2504,22.5727,616
Katowice,Katowice,50.2604,19.02,616
Rzeszów,Rzeszow,50.0705,22,616
Łódź,Lodz,51.775,19.4514,616
Zielona Góra,Zielona Gora,51.9504,15.5,616
Kielce,Kielce,50.8904,20.66,616
Gorzów Wielkopolski,Gorzow Wielkopolski,52.7368,15.2288,616
Gdynia,Gdynia,54.5204,18.53,616
Opole,Opole,50.685,17.9313,616
Inowrocław,Inowroclaw,52.7799,18.25,616
Bydgoszcz,Bydgoszcz,53.1204,18.01,616
Szczecin,Szczecin,53.4204,14.53,616
Poznań,Poznan,52.4058,16.8999,616
Olsztyn,Olsztyn,53.8,20.48,616
Elbląg,Elblag,54.19,19.4027,616
Ełk,Elk,53.8337,22.35,616
Koszalin,Koszalin,54.2,16.1833,616
Kraków,Krakow,50.06,19.96,616
Warsaw,Warsaw,52.25,21,616
Bytom,Bytom,50.35,18.91,616
Gliwice,Gliwice,50.3304,18.67,616
Grudziądz,Grudziadz,53.4804,18.75,616
Gdańsk,Gdansk,54.36,18.64,616
Saint-Pierre,Saint-Pierre,46.7811,-56.1764,666
Adamstown,Adamstown,-25.0667,-130.0833,612
Bragança,Braganca,41.808,-6.755,620
Viana Do Castelo,Viana Do Castelo,41.6962,-8.8441,620
Castelo Branco,Castelo Branco,39.811,-7.488,620
Vila Real,Vila Real,41.294,-7.737,620
Aveiro,Aveiro,40.641,-8.651,620
Beja,Beja,38.014,-7.863,620
Faro,Faro,37.0171,-7.9333,620
Funchal,Funchal,32.65,-16.88,620
Setúbal,Setubal,38.53,-8.9,620
Braga,Braga,41.555,-8.4213,620
Viseu,Viseu,40.657,-7.91,620
Angra do Heroísmo,Angra do Heroismo,38.6504,-27.2167,620
Portalegre,Portalegre,39.29,-7.423,620
Coimbra,Coimbra,40.2004,-8.4167,620
Évora,Evora,38.56,-7.906,620
Covilhã,Covilha,40.2833,-7.5,620
Portimão,Portimao,37.1337,-8.5333,620
Santarém,Santarem,39.231,-8.682,620
Guarda,Guarda,40.541,-7.262,620
Leiria,Leiria,39.739,-8.805,620
Lisbon,Lisbon,38.7227,-9.1449,620
Horta,Horta,38.5347,-28.6448,620
Porto,Porto,41.15,-8.62,620
Ponta Delgada,Ponta Delgada,37.7483,-25.6666,620
Koror,Koror,7.3452,134.4695,585
Ngerulmud,Ngerulmud,7.5,134.6242,585
Melekeok,Melekeok,7.4874,134.6265,585
General Eugenio Alejandrino Garay,General Eugenio Alejandrino Garay,-20.52,-62.21,600
Bella Vista,Bella Vista,-22.1296,-56.52,600
Ñacunday,Nacunday,-26.02,-54.7699,600
Paraguarí,Paraguari,-25.62,-57.16,600
Villa Hayes,Villa Hayes,-25.09,-57.53,600
San Pedro,San Pedro,-24.09,-57.08,600
Filadelfia,Filadelfia,-22.34,-60.03,600
Salto del Guairá,Salto del Guaira,-24.0625,-54.3069,600
Asunción,Asuncion,-25.2964,-57.6415,600
La Victoria,La Victoria,-22.2896,-57.94,600
Mariscal Estigarribia,Mariscal Estigarribia,-22.03,-60.61,600
Itá,Ita,-25.5096,-57.36,600
Hohenau,Hohenau,-27.0795,-55.75,600
Puerto Pinasco,Puerto Pinasco,-22.64,-57.79,600
Rosario,Rosario,-24.4196,-57.1,600
Coronel Bogado,Coronel Bogado,-27.17,-56.25,600
Ygatimí,Ygatimi,-24.0796,-55.5,600
Arroyos y Esteros,Arroyos y Esteros,-25.05,-57.09,600
Ype Jhu,Ype Jhu,-23.91,-55.46,600
Areguá,Aregua,-25.3125,-57.3847,600
Caazapá,Caazapa,-26.2,-56.38,600
Concepción,Concepcion,-23.4064,-57.4344,600
Caacupé,Caacupe,-25.387,-57.14,600
San Lorenzo,San Lorenzo,-25.34,-57.52,600
Pedro Juan Caballero,Pedro Juan Caballero,-22.5446,-55.76,600
Encarnación,Encarnacion,-27.3472,-55.8739,600
Ypacaraí,Ypacarai,-25.41,-57.28,600
Capitan Pablo Lagerenza,Capitan Pablo Lagerenza,-19.9161,-60.7833,600
Pozo Colorado,Pozo Colorado,-23.43,-58.86,600
Belén,Belen,-23.4695,-57.24,600
Fuerte Olimpo,Fuerte Olimpo,-21.0696,-57.9,600
Abaí,Abai,-26.0296,-55.94,600
Ciudad del Este,Ciudad del Este,-25.5167,-54.6161,600
Villarrica,Villarrica,-25.75,-56.4333,600
Pilar,Pilar,-26.8695,-58.3,600
Coronel Oviedo,Coronel Oviedo,-25.45,-56.44,600
San Juan Bautista,San Juan Bautista,-26.68,-57.15,600
Horqueta,Horqueta,-23.3396,-57.05,600
Al Wakrah,Al Wakrah,25.1715,51.6034,634
Madīnat ash Shamāl,Madinat ash Shamal,26.1293,51.2009,634
Ar Rayyān,Ar Rayyan,25.2919,51.4244,634
Al Khawr,Al Khawr,25.6839,51.5058,634
Ash Shīḩānīyah,Ash Shihaniyah,25.3709,51.2226,634
Umm Şalāl ‘Alī,Umm Salal `Ali,25.4697,51.3975,634
Az̧ Z̧a‘āyin,Az Za`ayin,25.5774,51.4831,634
Doha,Doha,25.2866,51.533,634
St.-Benoit,St.-Benoit,-21.0335,55.7128,638
St.-Denis,St.-Denis,-20.8789,55.4481,638
Buzău,Buzau,45.1565,26.8065,642
Sfintu-Gheorghe,Sfintu-Gheorghe,45.868,25.793,642
Bacău,Bacau,46.5784,26.9196,642
Galați,Galati,45.4559,28.0459,642
Brașov,Brasov,45.6475,25.6072,642
Pitești,Pitesti,44.8563,24.8758,642
Focșani,Focsani,45.6966,27.1865,642
Cluj-Napoca,Cluj-Napoca,46.7884,23.5984,642
Constanța,Constanta,44.2027,28.61,642
Sibiu,Sibiu,45.7971,24.1371,642
Târgu Jiu,Targu Jiu,45.045,23.274,642
Vaslui,Vaslui,46.6333,27.7333,642
Giurgiu,Giurgiu,43.93,25.84,642
Zalău,Zalau,47.175,23.063,642
Craiova,Craiova,44.3263,23.8259,642
Bucharest,Bucharest,44.4334,26.0999,642
Târgoviște,Targoviste,44.938,25.459,642
Bistrița,Bistrita,47.138,24.513,642
Tirgu Mures,Tirgu Mures,46.5582,24.5578,642
Deva,Deva,45.8833,22.9167,642
Drobeta-Turnu Severin,Drobeta-Turnu Severin,44.6459,22.6659,642
Rimnicu Vilcea,Rimnicu Vilcea,45.11,24.383,642
Oradea,Oradea,47.05,21.92,642
Timișoara,Timisoara,45.7588,21.2234,642
Reșița,Resita,45.297,21.8865,642
Călărași,Calarasi,44.2063,27.3259,642
Arad,Arad,46.17,21.32,642
Alexandria,Alexandria,43.9016,25.2867,642
Hunedoara,Hunedoara,45.75,22.9,642
Baia Mare,Baia Mare,47.6595,23.5791,642
Tulcea,Tulcea,45.1993,28.7967,642
Ploiești,Ploiesti,44.9469,26.0365,642
Piatra-Neamt,Piatra-Neamt,46.94,26.383,642
Suceava,Suceava,47.6377,26.2593,642
Botoșani,Botosani,47.7484,26.6597,642
Brăila,Braila,45.292,27.969,642
Iași,Iasi,47.1683,27.5749,642
Satu Mare,Satu Mare,47.792,22.885,642
Alba Lulia,Alba Lulia,46.077,23.58,642
Miercurea Cuic,Miercurea Cuic,46.361,25.524,642
Slobozia,Slobozia,44.57,27.382,642
Slatina,Slatina,44.435,24.371,642
Svilajnac,Svilajnac,44.2383,21.197,688
Žagubica,Zagubica,44.1979,21.7902,688
Despotovac,Despotovac,44.0932,21.444,688
Blace,Blace,43.297,21.2727,688
Doljevac,Doljevac,43.1968,21.8334,688
Aleksinac,Aleksinac,43.5417,21.7078,688
Golubac,Golubac,44.6529,21.6308,688
Kučevo,Kucevo,44.4767,21.6712,688
Varvarin,Varvarin,43.7195,21.3712,688
Petrovac na Mlavi,Petrovac na Mlavi,44.3773,21.4198,688
Ražanj,Razanj,43.6744,21.5492,688
Paraćin,Paracin,43.8592,21.4119,688
Ćuprija,Cuprija,43.9284,21.3745,688
Merošina,Merosina,43.2813,21.7218,688
Rekovac,Rekovac,43.8609,21.0958,688
Ada,Ada,45.8027,20.1285,688
Brus,Brus,43.3846,21.0289,688
Kruševac,Krusevac,43.581,21.3352,688
Aleksandrovac,Aleksandrovac,43.4609,21.0539,688
Vrnjačka Banja,Vrnjacka Banja,43.6223,20.8956,688
Trstenik,Trstenik,43.6169,21.0025,688
Aranđelovac,Arandelovac,44.3077,20.5612,688
Bela Palanka,Bela Palanka,43.2196,22.314,688
Gadžin Han,Gadzin Han,43.2223,22.0333,688
Niš,Nis,43.3304,21.9,688
Svrljig,Svrljig,43.4129,22.1252,688
Jagodina,Jagodina,43.9791,21.2583,688
Boljevac,Boljevac,43.8321,21.9609,688
Zaječar,Zajecar,43.9019,22.2755,688
Bor,Bor,44.0819,22.0967,688
Negotin,Negotin,44.2264,22.5308,688
Kladovo,Kladovo,44.6073,22.6155,688
Majdanpek,Majdanpek,44.4228,21.9358,688
Belgrade,Belgrade,44.8186,20.468,688
Titel,Titel,45.206,20.2949,688
Topola,Topola,44.2544,20.6824,688
Tutin,Tutin,42.99,20.3334,688
Ub,Ub,44.4572,20.0762,688
Užice,Uzice,43.8582,19.8441,688
Valjevo,Valjevo,44.272,19.8874,688
Veliko Gradište,Veliko Gradiste,44.7638,21.5163,688
Vladimirci,Vladimirci,44.6158,19.7843,688
Vrbas,Vrbas,45.5704,19.6479,688
Vršac,Vrsac,45.1175,21.2983,688
Zrenjanin,Zrenjanin,45.3786,20.3995,688
Gornji Milanovac,Gornji Milanovac,44.0245,20.4586,688
Temerin,Temerin,45.4095,19.8911,688
Irig,Irig,45.1001,19.8603,688
Ivanjica,Ivanjica,43.582,20.2284,688
Ćićevac,Cicevac,43.72,21.4436,688
Kikinda,Kikinda,45.8323,20.4682,688
Knić,Knic,43.927,20.7197,688
Koceljeva,Koceljeva,44.4687,19.8214,688
Kosjerić,Kosjeric,43.9987,19.9079,688
Kovačica,Kovacica,45.1109,20.6236,688
Kovin,Kovin,44.7482,20.9766,688
Kragujevac,Kragujevac,44.02,20.92,688
Kraljevo,Kraljevo,43.7259,20.6896,688
Krupanj,Krupanj,44.3676,19.3633,688
Inđija,Indija,45.0482,20.0816,688
Lajkovac,Lajkovac,44.37,20.1644,688
Lapovo,Lapovo,44.1877,21.0969,688
Ljig,Ljig,44.2266,20.2394,688
Ljubovija,Ljubovija,44.1896,19.3785,688
Loznica,Loznica,44.5312,19.2427,688
Lučani,Lucani,43.8608,20.1384,688
Mali Iđoš,Mali Idos,45.7092,19.6663,688
Mali Zvornik,Mali Zvornik,44.3992,19.1214,688
Malo Crniće,Malo Crnice,44.5603,21.2906,688
Mionica,Mionica,44.2524,20.0817,688
Nova Crnja,Nova Crnja,45.6685,20.6042,688
Nova Varoš,Nova Varos,43.46,19.8117,688
Novi Bečej,Novi Becej,45.6015,20.1364,688
Novi Kneževac,Novi Knezevac,46.041,20.0958,688
Novi Pazar,Novi Pazar,43.1375,20.5149,688
Novi Sad,Novi Sad,45.2504,19.8499,688
Odžaci,Odzaci,45.5076,19.2606,688
Opovo,Opovo,45.0522,20.4313,688
Osečina,Osecina,44.3728,19.601,688
Pančevo,Pancevo,44.8713,20.6443,688
Pećinci,Pecinci,44.9089,19.9664,688
Plandište,Plandiste,45.2292,21.1238,688
Požarevac,Pozarevac,44.6222,21.1826,688
Požega,Pozega,43.8459,20.0368,688
Priboj,Priboj,43.5836,19.5258,688
Šid,Sid,45.1276,19.2267,688
Šabac,Sabac,44.7538,19.6876,688
Arilje,Arilje,43.755,20.097,688
Bajina Bašta,Bajina Basta,43.9709,19.5655,688
Batočina,Batocina,44.1547,21.0799,688
Bač,Bac,45.3923,19.2367,688
Bačka Palanka,Backa Palanka,45.2519,19.3916,688
Bačka Topola,Backa Topola,45.8152,19.6369,688
Bački Petrovac,Backi Petrovac,45.3616,19.592,688
Bela Crkva,Bela Crkva,44.9015,21.4234,688
Bečej,Becej,45.6196,20.04,688
Bogatić,Bogatic,44.8376,19.4807,688
Žitište,Zitiste,45.4854,20.5507,688
Žabari,Zabari,44.3562,21.2143,688
Kula,Kula,45.6109,19.5274,688
Čoka,Coka,45.9415,20.146,688
Čačak,Cacak,43.8897,20.3301,688
Trgovište,Trgoviste,42.3514,22.0921,688
Vranje,Vranje,42.556,21.9002,688
Bujanovac,Bujanovac,42.4606,21.7666,688
Preševo,Presevo,42.3071,21.65,688
Bosilegrad,Bosilegrad,42.5005,22.4728,688
Sokobanja,Sokobanja,43.6453,21.8692,688
Vladičin Han,Vladicin Han,42.7082,22.0664,688
Crna Trava,Crna Trava,42.8071,22.3247,688
Vlasotince,Vlasotince,42.9659,22.1272,688
Žitorađa,Zitorada,43.1902,21.7134,688
Prokuplje,Prokuplje,43.2383,21.5932,688
Babušnica,Babusnica,43.068,22.4115,688
Dimitrovgrad,Dimitrovgrad,43.0155,22.7776,688
Pirot,Pirot,43.1617,22.5871,688
Knjaževac,Knjazevac,43.5667,22.2539,688
Kuršumlija,Kursumlija,43.139,21.2735,688
Medveđa,Medveda,42.842,21.5858,688
Bojnik,Bojnik,43.0142,21.718,688
Lebane,Lebane,42.9171,21.7294,688
Leskovac,Leskovac,42.9976,21.9445,688
Čajetina,Cajetina,43.7497,19.715,688
Velika Plana,Velika Plana,44.3323,21.0751,688
Beočin,Beocin,45.1916,19.725,688
Srbobran,Srbobran,45.5481,19.7954,688
Žabalj,Zabalj,45.3741,20.0707,688
Apatin,Apatin,45.6709,18.9843,688
Prijepolje,Prijepolje,43.3903,19.6506,688
Rača,Raca,44.2268,20.979,688
Raška,Raska,43.2859,20.6135,688
Ruma,Ruma,45.0079,19.8171,688
Kanjiža,Kanjiza,46.0635,20.0504,688
Sečanj,Secanj,45.3676,20.7732,688
Sjenica,Sjenica,43.2735,20.0004,688
Smederevo,Smederevo,44.6516,20.9258,688
Smederevska Palanka,Smederevska Palanka,44.3654,20.9623,688
Sombor,Sombor,45.7742,19.1151,688
Subotica,Subotica,46.07,19.68,688
Sremska Mitrovica,Sremska Mitrovica,44.9764,19.6122,688
Sremski Karlovci,Sremski Karlovci,45.2021,19.9325,688
Stara Pazova,Stara Pazova,44.9861,20.1597,688
Surdulica,Surdulica,42.6904,22.1704,688
Senta,Senta,45.9273,20.0789,688
Alibunar,Alibunar,45.0789,20.9682,688
Pervouralsk,Pervouralsk,56.91,59.955,643
Novy Port,Novy Port,67.6983,72.9283,643
Novy Urengoy,Novy Urengoy,66.0833,76.6332,643
Novyy Uoyin,Novyy Uoyin,56.135,111.7339,643
Nizhny Novgorod,Nizhny Novgorod,56.333,44.0001,643
Volgodonsk,Volgodonsk,47.51,42.1599,643
Omsk,Omsk,54.99,73.4,643
Saskylakh,Saskylakh,71.9166,114.0833,643
Polevskoy,Polevskoy,56.4434,60.188,643
Numto,Numto,63.6667,71.3333,643
Severnyy,Severnyy,67.6083,64.1233,643
Dimitrovgrad,Dimitrovgrad,54.2504,49.56,643
Cheremkhovo,Cheremkhovo,53.1588,103.0739,643
Gornyak,Gornyak,50.9881,81.4877,643
Blagodarnyy,Blagodarnyy,45.1047,43.4344,643
Bodaybo,Bodaybo,57.965,114.329,643
Biysk,Biysk,52.5341,85.18,643
Abakan,Abakan,53.7037,91.445,643
Miass,Miass,54.9954,60.0949,643
Birsk,Birsk,55.4244,55.5444,643
Pskov,Pskov,57.83,28.3299,643
Smolensk,Smolensk,54.7827,32.0473,643
Saranpaul,Saranpaul,64.2505,60.97,643
Kemerovo,Kemerovo,55.34,86.09,643
Kolpashevo,Kolpashevo,58.3004,82.9954,643
Polyarnyy,Polyarnyy,69.2052,33.4502,643
St. Petersburg,St. Petersburg,59.939,30.316,643
Pugachev,Pugachev,52.0148,48.7944,643
Nefteyugansk,Nefteyugansk,61.0777,72.7027,643
Chernogorsk,Chernogorsk,53.8313,91.2227,643
Lensk,Lensk,60.7253,114.947,643
Angarsk,Angarsk,52.56,103.92,643
Saratov,Saratov,51.58,46.03,643
Shira,Shira,54.4914,89.9531,643
Solnechnogorsk,Solnechnogorsk,56.1807,36.9809,643
Put Lenina,Put Lenina,68.5166,107.8,643
Noyabrsk,Noyabrsk,63.1665,75.6165,643
Yurga,Yurga,55.7258,84.8854,643
Zelenokumsk,Zelenokumsk,44.4091,43.8787,643
Olenek,Olenek,68.525,112.45,643
Salekhard,Salekhard,66.535,66.61,643
Borovichi,Borovichi,58.3978,33.8974,643
Kaluga,Kaluga,54.5204,36.27,643
Izhevsk,Izhevsk,56.85,53.23,643
Krasnoarmeysk,Krasnoarmeysk,51.0174,45.6974,643
Cherepovets,Cherepovets,59.1404,37.91,643
Pallasovka,Pallasovka,50.0477,46.8773,643
Peregrebnoye,Peregrebnoye,62.967,65.0859,643
Tyumen,Tyumen,57.14,65.53,643
Toguchin,Toguchin,55.2377,84.3777,643
Nadym,Nadym,65.5298,72.5148,643
Matochkin Shar,Matochkin Shar,73.27,56.4497,643
Kurtamysh,Kurtamysh,54.9087,64.4333,643
Barnaul,Barnaul,53.355,83.745,643
Kimry,Kimry,56.8691,37.3444,643
Elista,Elista,46.3287,44.2087,643
Gorno Altaysk,Gorno Altaysk,51.9613,85.9577,643
Surgut,Surgut,61.2599,73.425,643
Cheboksary,Cheboksary,56.13,47.25,643
Mariinsk,Mariinsk,56.2108,87.7604,643
Safonovo,Safonovo,55.1465,33.2161,643
Sayanogorsk,Sayanogorsk,53.0894,91.4004,643
Roslavl,Roslavl,53.9509,32.8604,643
Rubtsovsk,Rubtsovsk,51.52,81.21,643
Slyudyanka,Slyudyanka,51.6538,103.6988,643
Laryak,Laryak,61.1012,80.2514,643
Abaza,Abaza,52.669,90.0954,643
Velikiy Novgorod,Velikiy Novgorod,58.5,31.33,643
Klin,Klin,56.3431,36.6987,643
Bagdarin,Bagdarin,54.4333,113.6,643
Kovrov,Kovrov,56.3604,41.33,643
Sokol,Sokol,59.4648,40.1144,643
Engels,Engels,51.5004,46.12,643
Gatchina,Gatchina,59.5707,30.1333,643
Nizhnyaya Tura,Nizhnyaya Tura,58.6436,59.7983,643
Irkutsk,Irkutsk,52.32,104.245,643
Prokopyevsk,Prokopyevsk,53.9,86.71,643
Kiselevsk,Kiselevsk,54,86.64,643
Novokuznetsk,Novokuznetsk,53.75,87.115,643
Luga,Luga,58.7363,29.839,643
Moscow,Moscow,55.7522,37.6155,643
Slavgorod,Slavgorod,53.0049,78.6696,643
Kulunda,Kulunda,52.5827,78.9473,643
Krasnoturinsk,Krasnoturinsk,59.7948,60.4848,643
Volsk,Volsk,52.0347,47.3743,643
Amderma,Amderma,69.763,61.6677,643
Varnek,Varnek,69.7301,60.0636,643
Leninsk Kuznetsky,Leninsk Kuznetsky,54.66,86.17,643
Mozdok,Mozdok,43.7543,44.6544,643
Tashtagol,Tashtagol,52.7918,87.8677,643
Megion,Megion,61.0608,76.0953,643
Balashov,Balashov,51.5535,43.1631,643
Zima,Zima,53.9331,102.0331,643
Samara,Samara,53.195,50.1513,643
Vyazma,Vyazma,55.2122,34.2918,643
Igrim,Igrim,63.1933,64.4194,643
Norilsk,Norilsk,69.34,88.225,643
Belebey,Belebey,54.1291,54.1187,643
Kalachinsk,Kalachinsk,55.0487,74.5683,643
Vologda,Vologda,59.21,39.92,643
Orenburg,Orenburg,51.78,55.11,643
Vyborg,Vyborg,60.7039,28.7549,643
Svetogorsk,Svetogorsk,61.1013,28.9177,643
Cherlak,Cherlak,54.1605,74.82,643
Mezen,Mezen,65.8522,44.24,643
Buzuluk,Buzuluk,52.7821,52.2618,643
Kupina,Kupina,54.3592,77.2742,643
Karasuk,Karasuk,53.7273,78.0219,643
Saransk,Saransk,54.1704,45.18,643
Barabinsk,Barabinsk,55.3573,78.3519,643
Bukachacha,Bukachacha,52.9833,116.9166,643
Alatyr,Alatyr,54.8504,46.6,643
Shilka,Shilka,51.8706,116.0306,643
Sherlovaya Gora,Sherlovaya Gora,50.5306,116.3006,643
Nerchinsk,Nerchinsk,52.009,116.5486,643
Mundybash,Mundybash,53.2333,87.3167,643
Mirnyy,Mirnyy,62.54,113.9614,643
Monchegorsk,Monchegorsk,67.9291,32.8287,643
Nyagan,Nyagan,62.1465,65.3814,643
Maykop,Maykop,44.61,40.12,643
Kirensk,Kirensk,57.7857,108.1119,643
Kolpino,Kolpino,59.73,30.65,643
Khorgo,Khorgo,73.4833,113.63,643
Kislovodsk,Kislovodsk,43.91,42.72,643
Guryevsk,Guryevsk,54.2981,85.9377,643
Ivdel,Ivdel,60.6936,60.4133,643
Gusinoozyorsk,Gusinoozyorsk,51.2808,106.5004,643
Kamenka,Kamenka,53.1947,44.0444,643
Kargat,Kargat,55.1959,80.2811,643
Kasimov,Kasimov,54.9435,41.3931,643
Kolomna,Kolomna,55.08,38.785,643
Khanty Mansiysk,Khanty Mansiysk,61.0015,69.0015,643
Kumertau,Kumertau,52.7748,55.7843,643
Oktyabrskiy,Oktyabrskiy,54.46,53.46,643
Zheleznogorsk Ilimskiy,Zheleznogorsk Ilimskiy,56.5762,104.1227,643
Noginsk,Noginsk,55.8704,38.48,643
Staraya Russa,Staraya Russa,57.9948,31.3544,643
Tikhvin,Tikhvin,59.6448,33.5144,643
Asbest,Asbest,57.023,61.458,643
Yoshkar Ola,Yoshkar Ola,56.6354,47.8749,643
Ufa,Ufa,54.79,56.04,643
Krasnokamensk,Krasnokamensk,50.0665,118.0265,643
Orsk,Orsk,51.21,58.6273,643
Novotroitsk,Novotroitsk,51.2,58.33,643
Bologoye,Bologoye,57.8722,34.0518,643
