"id","country","code_2","code_3","geojson"
40,"Austria","AT","AUT","{""type"":""Polygon"",""coordinates"":[[[16.075607560756,48.740942966466],[16.507650765077,48.810715931259],[16.939693969397,48.601397036881],[16.831683168317,48.364168956586],[17.155715571557,48.001349539664],[17.011701170117,47.861803610078],[17.083708370837,47.708303087534],[16.435643564356,47.680393901617],[16.687668766877,47.540847972032],[16.435643564356,47.401302042446],[16.471647164716,46.996618846649],[15.967596759676,46.829163731146],[16.003600360036,46.675663208602],[15.067506750675,46.647754022685],[14.527452745275,46.382616756473],[12.403240324032,46.689617801561],[12.115211521152,46.912891288897],[12.187218721872,47.0803464044],[11.179117911791,46.968709660732],[10.855085508551,46.759390766353],[10.49504950495,46.843118324105],[10.38703870387,46.996618846649],[10.09900990099,46.843118324105],[9.5949594959496,47.052437218483],[9.5229522952295,47.261756112861],[9.6669666966697,47.45712041428],[9.5589558955896,47.540847972032],[9.7749774977498,47.582711750907],[10.20702070207,47.373392856529],[10.17101710171,47.275710705819],[10.42304230423,47.401302042446],[10.42304230423,47.582711750907],[11.251125112511,47.387347449488],[11.611161116112,47.582711750907],[12.187218721872,47.610620936824],[12.259225922592,47.736212273451],[12.763276327633,47.666439308659],[13.015301530153,47.471075007239],[13.087308730873,47.666439308659],[12.907290729073,47.722257680493],[12.979297929793,47.84784901712],[12.727272727273,48.12694087629],[13.411341134113,48.378123549544],[13.447344734473,48.573487850964],[13.699369936994,48.51766947913],[13.807380738074,48.768852152383],[14.059405940594,48.587442443922],[14.671467146715,48.573487850964],[14.815481548155,48.782806745342],[14.923492349235,48.768852152383],[14.995499549955,49.006080232679],[15.175517551755,48.936307267886],[16.075607560756,48.740942966466]]]}"
31,"Azerbaijan","AZ","AZE","{""type"":""MultiPolygon"",""coordinates"":[[[[45.130513051305,39.572775392705],[45.418541854185,39.489047834954],[45.778577857786,39.544866206788],[45.742574257426,39.363456498327],[45.994599459946,39.251819754658],[46.138613861386,38.861091151819],[45.490549054906,38.986682488446],[45.166516651665,39.209955975783],[44.770477047705,39.698366729332],[45.058505850585,39.754185101166],[45.130513051305,39.572775392705]]],[[[46.570657065707,41.791555673113],[46.750675067507,41.847374044947],[47.146714671467,41.554327592818],[47.254725472547,41.303144919564],[47.758775877588,41.191508175896],[48.370837083708,41.582236778735],[48.586858685869,41.847374044947],[49.054905490549,41.414781663232],[49.52295229523,40.647279050512],[50.24302430243,40.493778527968],[50.38703870387,40.214686668798],[49.88298829883,40.368187191342],[49.486948694869,40.158868296963],[49.270927092709,39.516957020871],[49.414941494149,39.293683533534],[49.270927092709,39.33554731241],[49.090909090909,38.958773302529],[49.162916291629,39.084364639156],[48.946894689469,39.182046789866],[48.838883888389,38.875045744778],[48.874887488749,38.428498770104],[48.622862286229,38.400589584187],[48.010801080108,38.819227372944],[48.298829882988,39.014591674363],[48.118811881188,39.265774347617],[48.334833483348,39.377411091285],[47.974797479748,39.71232132229],[46.498649864987,38.889000337736],[46.390639063906,39.196001382824],[46.606660666067,39.209955975783],[46.354635463546,39.405320277202],[46.534653465347,39.558820799746],[46.174617461746,39.586729985663],[45.562556255626,39.963503995544],[45.886588658866,40.00536777442],[45.994599459946,40.228641261756],[45.526552655266,40.437960156134],[45.382538253825,40.67518823643],[45.598559855986,40.856597944891],[45.418541854185,41.024053060393],[45.058505850585,41.065916839269],[45.202520252025,41.135689804061],[44.986498649865,41.289190326605],[45.454545454545,41.428736256191],[45.814581458146,41.205462768854],[46.210621062106,41.205462768854],[46.498649864987,41.038007653352],[46.678667866787,41.289190326605],[46.174617461746,41.652009743527],[46.426642664266,41.889237823823],[46.570657065707,41.791555673113]]]]}"
108,"Burundi","BI","BDI","{""type"":""Polygon"",""coordinates"":[[[30.549054905491,-2.4026402265867],[30.40504050405,-2.84918720126],[30.837083708371,-2.9747785378869],[30.801080108011,-3.2538703970577],[30.44104410441,-3.5469168491871],[30.00900090009,-4.2725556830312],[29.72097209721,-4.4679199844508],[29.396939693969,-4.4539653914922],[29.216921692169,-3.8957816731506],[29.216921692169,-3.0445515026796],[29.000900090009,-2.7933688294259],[29.036903690369,-2.6259137139234],[29.288928892889,-2.6538228998405],[29.324932493249,-2.8212780153429],[29.72097209721,-2.8073234223844],[29.90099009901,-2.667777492799],[29.93699369937,-2.3189126688355],[30.11701170117,-2.4305494125038],[30.40504050405,-2.3189126688355],[30.549054905491,-2.4026402265867]]]}"
56,"Belgium","BE","BEL","{""type"":""Polygon"",""coordinates"":[[[5.022502250225,51.47604318634],[5.2025202520252,51.252769699004],[5.8145814581458,51.155087548294],[5.6345634563456,50.834131910247],[6.0666066606661,50.708540573621],[6.2466246624662,50.610858422911],[6.2106210621062,50.485267086284],[6.3546354635464,50.485267086284],[6.3906390639064,50.317811970781],[6.1026102610261,50.122447669362],[5.958595859586,50.164311448237],[5.7065706570657,49.885219589067],[5.8865886588659,49.647991508771],[5.7785778577858,49.536354765103],[5.4545454545455,49.494490986227],[5.2745274527453,49.689855287647],[4.8424842484249,49.787537438357],[4.8064806480648,50.164311448237],[4.6624662466247,49.982901739776],[4.1224122412241,49.968947146818],[4.1944194419442,50.261993598947],[3.6903690369037,50.303857377823],[3.6183618361836,50.471312493325],[3.2583258325833,50.527130865159],[3.1143114311431,50.778313538413],[2.7902790279028,50.722495166579],[2.5742574257426,50.848086503206],[2.5382538253826,51.085314583501],[3.3663366336634,51.378361035631],[3.4023402340234,51.252769699004],[3.9423942394239,51.210905920128],[4.2304230423042,51.364406442672],[4.3024302430243,51.266724291962],[4.2664266426643,51.364406442672],[4.4104410441044,51.350451849713],[4.4464446444645,51.462088593382],[4.8064806480648,51.434179407465],[5.022502250225,51.47604318634]]]}"
204,"Benin","BJ","BEN","{""type"":""Polygon"",""coordinates"":[[[3.5823582358236,11.69149866154],[3.4743474347435,11.426361395327],[3.7263726372637,11.105405757281],[3.8343834383438,10.603040410774],[3.5823582358236,10.282084772727],[3.6543654365437,10.142538843142],[3.5823582358236,9.9471745417221],[3.3303330333033,9.8076286121367],[3.1503150315032,9.4587637881732],[3.0783078307831,9.0959443712511],[2.7542754275428,9.0540805923755],[2.7182718271827,6.3747987443356],[1.6021602160216,6.2073436288331],[1.7821782178218,6.2771165936258],[1.5301530153015,6.9888008345114],[1.6381638163816,7.00275542747],[1.6021602160216,9.0540805923755],[1.3141314131413,9.5285367529659],[1.3141314131413,10.002992913556],[0.77407740774078,10.365812330478],[0.77407740774078,10.686767968525],[0.91809180918094,10.993769013613],[1.0981098109811,11.02167819953],[1.1341134113411,11.258906279825],[1.3141314131413,11.286815465742],[1.4221422142214,11.468225174203],[1.998199819982,11.412406802369],[2.2862286228623,11.663589475623],[2.4662466246625,11.984545113669],[2.3582358235824,12.235727786923],[2.8622862286229,12.403182902425],[3.3303330333033,11.886862962959],[3.5823582358236,11.69149866154]]]}"
854,"Burkina Faso","BF","BFA","{""type"":""Polygon"",""coordinates"":[[[0.16201620162016,14.496371846207],[0.37803780378039,14.245189172953],[0.37803780378039,14.035870278575],[0.59405940594061,13.687005454611],[1.2781278127813,13.352095223606],[0.990099009901,13.366049816565],[0.990099009901,13.03113958556],[1.5661566156616,12.626456389762],[1.8541854185418,12.612501796803],[1.962196219622,12.724138540472],[2.1782178217822,12.612501796803],[2.2502250225023,12.431092088342],[2.034203420342,12.347364530591],[2.3942394239424,11.900817555918],[2.2862286228623,11.649634882664],[1.998199819982,11.412406802369],[1.4221422142214,11.468225174203],[0.95409540954097,10.979814420654],[0.48604860486049,10.937950641779],[-0.30603060306029,11.161224129115],[-0.63006300630062,10.910041455861],[-0.81008100810081,11.007723606571],[-2.8262826282628,10.993769013613],[-2.9342934293429,10.630949596691],[-2.7542754275428,10.421630702313],[-2.7542754275428,9.3889908233805],[-3.2223222322232,9.919265355805],[-3.7623762376238,9.9332199487636],[-4.1584158415841,9.8215832050953],[-4.3744374437444,9.5843551248001],[-4.5184518451845,9.7518102403025],[-4.6984698469847,9.6820372755098],[-4.950495049505,9.9053107628465],[-5.1305130513051,10.296039365686],[-5.4905490549055,10.35185773752],[-5.4905490549055,11.077496571364],[-5.3465346534653,11.11936035024],[-5.2025202520252,11.426361395327],[-5.2745274527453,11.761271626332],[-5.4185418541854,11.831044591125],[-4.7704770477048,12.012454299586],[-4.4104410441044,12.305500751716],[-4.4824482448245,12.710183947513],[-4.1944194419442,12.821820691182],[-4.3384338433843,13.114867143311],[-3.978397839784,13.491641153192],[-3.978397839784,13.380004409523],[-3.4383438343834,13.170685515145],[-3.4383438343834,13.268367665855],[-3.2583258325832,13.296276851772],[-3.2943294329433,13.70096004757],[-2.8982898289829,13.645141675735],[-2.8622862286228,13.994006499699],[-2.6102610261026,14.217279987036],[-2.1062106210621,14.147507022243],[-1.998199819982,14.468462660289],[-1.7101710171017,14.496371846207],[-0.73807380738074,15.068510157507],[-0.41404140414042,14.998737192714],[-0.23402340234023,15.068510157507],[0.23402340234023,14.915009634963],[0.16201620162016,14.496371846207]]]}"
50,"Bangladesh","BD","BGD","{""type"":""MultiPolygon"",""coordinates"":[[[[91.935193519352,21.710896405772],[91.863186318632,21.487622918436],[91.863186318632,21.724850998731],[91.935193519352,21.710896405772]]],[[[91.071107110711,22.101625008611],[91.107110711071,22.394671460741],[91.179117911791,22.227216345238],[91.071107110711,22.101625008611]]],[[[90.819081908191,22.157443380446],[90.603060306031,22.01789745086],[90.603060306031,22.78540006358],[90.855085508551,22.436535239616],[90.819081908191,22.157443380446]]],[[[90.603060306031,22.88308221429],[90.675067506751,22.813309249497],[90.45904590459,22.771445470621],[90.603060306031,22.88308221429]]],[[[89.342934293429,25.994956444044],[89.55895589559,25.953092665169],[89.66696669667,26.218229931381],[89.81098109811,25.981001851086],[89.81098109811,25.283272203159],[90.35103510351,25.143726273573],[92.043204320432,25.185590052449],[92.475247524752,24.934407379195],[92.223222322232,24.89254360032],[92.115211521152,24.404132846771],[91.899189918992,24.334359881978],[91.863186318632,24.152950173517],[91.719171917192,24.236677731268],[91.359135913591,24.097131801683],[91.143114311431,23.720357791802],[91.323132313231,23.106355701626],[91.395139513951,23.25985622417],[91.575157515752,22.938900586124],[91.791179117912,23.092401108668],[91.755175517552,23.273810817129],[91.935193519352,23.497084304465],[91.935193519352,23.720357791802],[92.259225922592,23.706403198844],[92.655265526553,21.292258617016],[92.331233123312,21.459713732518],[92.223222322232,21.403895360684],[92.187218721872,21.180621873348],[92.331233123312,20.734074898674],[91.935193519352,21.44575913956],[92.043204320432,21.710896405772],[91.899189918992,21.794623963523],[91.827182718272,22.185352566363],[91.899189918992,22.422580646658],[91.791179117912,22.241170938197],[91.467146714671,22.757490877663],[91.503150315032,22.910991400207],[91.323132313231,22.701672505829],[91.179117911791,22.729581691746],[91.215121512151,22.548171983285],[91.035103510351,22.68771791287],[90.927092709271,22.59003576216],[90.639063906391,23.064491922751],[90.603060306031,23.45522052559],[90.711071107111,23.538948083341],[90.603060306031,23.497084304465],[90.639063906391,23.608721048134],[90.45904590459,23.580811862217],[90.567056705671,23.385447560797],[90.24302430243,23.45522052559],[90.603060306031,23.231947038253],[90.45904590459,23.050537329792],[90.531053105311,22.897036807248],[90.38703870387,22.757490877663],[90.49504950495,22.715627098787],[90.45904590459,22.492353611451],[90.531053105311,22.59003576216],[90.603060306031,22.464444425533],[90.567056705671,22.199307159321],[90.42304230423,22.087670415653],[90.38703870387,22.283034717072],[90.27902790279,21.850442335358],[90.02700270027,21.864396928316],[90.24302430243,22.171397973404],[89.91899189919,22.003942857902],[89.88298829883,22.269080124114],[90.02700270027,22.492353611451],[89.88298829883,22.422580646658],[89.81098109811,22.073715822694],[89.88298829883,21.878351521275],[89.70297029703,21.836487742399],[89.63096309631,21.92021530015],[89.70297029703,21.780669370565],[89.59495949595,21.696941812814],[89.63096309631,22.338853088907],[89.52295229523,21.989988264943],[89.48694869487,22.296989310031],[89.450945094509,21.780669370565],[89.378937893789,21.738805591689],[89.342934293429,21.976033671984],[89.198919891989,21.655078033938],[88.838883888389,22.980764364999],[88.946894689469,23.204037852336],[88.694869486949,23.245901631212],[88.766876687669,23.483129711507],[88.550855085509,23.636630234051],[88.586858685869,23.859903721388],[88.730873087309,23.92967668618],[88.730873087309,24.292496103102],[88.478847884788,24.320405289019],[88.010801080108,24.641360927066],[88.118811881188,24.920452786237],[88.334833483348,24.878589007361],[88.442844284428,25.185590052449],[88.910891089109,25.17163545949],[88.982898289829,25.2693176102],[88.766876687669,25.506545690495],[88.514851485149,25.506545690495],[88.082808280828,25.827501328542],[88.154815481548,26.13450237363],[88.514851485149,26.357775860966],[88.334833483348,26.455458011676],[88.370837083708,26.595003941262],[88.514851485149,26.483367197593],[88.838883888389,26.23218452434],[89.054905490549,26.246139117298],[88.874887488749,26.371730453925],[88.946894689469,26.441503418718],[89.342934293429,25.994956444044]]]]}"
100,"Bulgaria","BG","BGR","{""type"":""Polygon"",""coordinates"":[[[23.492349234923,43.884744616894],[25.400540054005,43.647516536599],[25.796579657966,43.73124409435],[26.156615661566,44.010335953521],[27.020702070207,44.177791069023],[28.568856885689,43.745198687309],[28.604860486049,43.53587979293],[28.460846084608,43.368424677428],[28.172817281728,43.410288456304],[27.920792079208,43.200969561925],[27.884788478848,42.712558808376],[27.452745274527,42.475330728081],[27.704770477048,42.419512356247],[28.028802880288,41.972965381574],[27.560756075608,41.903192416781],[27.236723672367,42.098556718201],[26.588658865887,41.972965381574],[26.336633663366,41.707828115362],[26.048604860486,41.707828115362],[26.192619261926,41.428736256191],[25.868586858686,41.303144919564],[25.256525652565,41.24732654773],[24.248424842484,41.568282185776],[23.132313231323,41.317099512522],[22.916291629163,41.331054105481],[23.024302430243,41.735737301279],[22.844284428443,42.014829160449],[22.340234023402,42.307875612579],[22.520252025203,42.461376135123],[22.412241224122,42.810240959086],[22.736273627363,42.880013923879],[22.988298829883,43.173060376008],[22.520252025203,43.480061421096],[22.340234023402,43.801017059143],[22.412241224122,43.996381360562],[22.700270027003,44.233609440857],[23.024302430243,44.094063511272],[22.880288028803,43.968472174645],[22.916291629163,43.82892624506],[23.492349234923,43.884744616894]]]}"
48,"Bahrain","BH","BHR","{""type"":""Polygon"",""coordinates"":[[[50.567056705671,26.190320745464],[50.567056705671,25.785637549666],[50.45904590459,26.162411559547],[50.567056705671,26.190320745464]]]}"
44,"Bahamas","BS","BHS","{""type"":""MultiPolygon"",""coordinates"":[[[[-73.033303330333,21.152712687431],[-73.213321332133,20.957348386011],[-73.645364536454,20.915484607135],[-73.717371737174,21.013166757845],[-73.393339333933,21.236440245182],[-73.177317731773,21.166667280389],[-73.033303330333,21.334122395892],[-73.033303330333,21.152712687431]]],[[[-73.033303330333,21.431804546601],[-72.997299729973,21.557395883228],[-72.925292529253,21.501577511394],[-73.033303330333,21.431804546601]]],[[[-73.861386138614,22.715627098787],[-73.861386138614,22.478399018492],[-74.293429342934,22.171397973404],[-73.897389738974,22.506308204409],[-74.005400540054,22.68771791287],[-73.861386138614,22.715627098787]]],[[[-74.185418541854,22.757490877663],[-74.005400540054,22.715627098787],[-74.293429342934,22.68771791287],[-74.329432943294,22.841218435414],[-74.185418541854,22.757490877663]]],[[[-75.661566156616,23.45522052559],[-76.021602160216,23.594766455175],[-75.985598559856,23.678494012927],[-75.661566156616,23.45522052559]]],[[[-75.301530153015,23.678494012927],[-74.833483348335,22.855173028373],[-74.977497749775,23.078446515709],[-75.229522952295,23.176128666419],[-75.085508550855,23.120310294585],[-75.301530153015,23.678494012927]]],[[[-74.437443744374,24.041313429849],[-74.545454545455,23.957585872097],[-74.509450945094,24.111086394641],[-74.437443744374,24.041313429849]]],[[[-77.749774977498,24.1250409876],[-77.713771377138,24.02735883689],[-77.641764176418,24.22272313831],[-77.533753375338,24.1250409876],[-77.569756975698,23.734312384761],[-77.785778577858,23.748266977719],[-77.569756975698,23.845949128429],[-77.713771377138,23.790130756595],[-77.677767776778,23.887812907305],[-77.785778577858,23.859903721388],[-77.929792979298,24.097131801683],[-77.677767776778,24.306450696061],[-77.749774977498,24.1250409876]]],[[[-75.301530153015,24.22272313831],[-75.517551755176,24.138995580558],[-75.409540954095,24.278541510144],[-75.733573357336,24.6971792989],[-75.301530153015,24.22272313831]]],[[[-78.109810981098,25.157680866532],[-77.965796579658,25.143726273573],[-77.713771377138,24.50181499748],[-78.037803780378,24.278541510144],[-78.145814581458,24.50181499748],[-78.433843384338,24.627406334107],[-78.325832583258,24.711133891859],[-78.325832583258,24.585542555232],[-78.181818181818,24.59949714819],[-78.289828982898,24.725088484817],[-78.145814581458,25.004180343988],[-78.217821782178,25.185590052449],[-78.109810981098,25.157680866532]]],[[[-76.705670567057,25.56236406233],[-76.129612961296,25.129771680615],[-76.165616561656,24.641360927066],[-76.345634563456,24.808816042568],[-76.165616561656,24.850679821444],[-76.165616561656,25.129771680615],[-76.381638163816,25.325135982034],[-76.777677767777,25.422818132744],[-76.705670567057,25.56236406233]]],[[[-78.505850585058,26.734549870847],[-77.929792979298,26.776413649723],[-77.893789378938,26.664776906054],[-78.721872187219,26.497321790552],[-79.009900990099,26.70664068493],[-78.721872187219,26.567094755345],[-78.577857785779,26.80432283564],[-78.505850585058,26.734549870847]]],[[[-77.785778577858,26.929914172267],[-77.569756975698,26.902004986349],[-77.065706570657,26.51127638351],[-77.029702970297,26.315912082091],[-77.173717371737,26.246139117298],[-77.209720972097,25.883319700376],[-77.425742574257,26.022865629961],[-77.209720972097,26.148456966588],[-77.173717371737,26.567094755345],[-77.533753375338,26.860141207474],[-77.965796579658,26.888050393391],[-77.785778577858,26.929914172267]]]]}"
70,"Bosnia and Herzegovina","BA","BIH","{""type"":""Polygon"",""coordinates"":[[[17.839783978398,45.07088501837],[18.235823582358,45.154612576121],[18.667866786679,45.084839611328],[18.847884788479,44.861566123992],[19.387938793879,44.87552071695],[19.099909990999,44.387109963401],[19.60396039604,44.052199732396],[19.243924392439,43.954517581687],[19.459945994599,43.759153280267],[19.49594959496,43.563788978848],[18.919891989199,43.507970607013],[19.063906390639,43.312606305594],[18.811881188119,43.340515491511],[18.667866786679,43.228878747843],[18.631863186319,43.019559853464],[18.451845184518,42.991650667547],[18.487848784878,42.559058285833],[17.551755175518,42.935832295713],[17.659765976598,42.991650667547],[17.299729972997,43.298651712635],[17.263726372637,43.466106828138],[16.327632763276,44.080108918314],[16.039603960396,44.624338043697],[15.715571557156,44.791793159199],[15.823582358236,45.210430947955],[16.327632763276,45.001112053577],[16.543654365437,45.224385540914],[16.939693969397,45.238340133872],[17.839783978398,45.07088501837]]]}"
112,"Belarus","BY","BLR","{""type"":""Polygon"",""coordinates"":[[[28.604860486049,56.095013455617],[28.820882088209,55.941512933073],[29.036903690369,56.025240490825],[29.360936093609,55.955467526032],[29.360936093609,55.760103224612],[29.468946894689,55.676375666861],[30.18901890189,55.857785375322],[30.909090909091,55.564738923193],[30.801080108011,55.285647064022],[31.017101710171,55.02050979781],[30.765076507651,54.783281717515],[31.161116111611,54.615826602012],[31.053105310531,54.490235265385],[31.341134113411,54.225097999173],[31.809180918092,54.05764288367],[31.737173717372,53.792505617458],[32.457245724572,53.708778059707],[32.421242124212,53.555277537163],[32.709270927093,53.443640793495],[32.709270927093,53.332004049826],[32.205220522052,53.094775969531],[31.413141314131,53.206412713199],[31.233123312331,53.01104841178],[31.557155715572,52.787774924443],[31.485148514851,52.676138180775],[31.629162916292,52.550546844148],[31.557155715572,52.313318763853],[31.773177317732,52.103999869475],[30.909090909091,52.062136090599],[30.513051305131,51.601634522967],[30.657065706571,51.364406442672],[30.549054905491,51.238815106045],[30.15301530153,51.489997779299],[29.324932493249,51.364406442672],[29.072907290729,51.629543708884],[28.712871287129,51.406270221548],[28.604860486049,51.559770744092],[28.316831683168,51.531861558174],[28.208820882088,51.657452894801],[27.848784878488,51.615589115926],[27.704770477048,51.462088593382],[27.704770477048,51.587679930009],[27.272727272727,51.587679930009],[27.164716471647,51.755135045511],[25.760576057606,51.922590161014],[24.392439243924,51.880726382138],[23.996399639964,51.587679930009],[23.708370837084,51.643498301843],[23.564356435644,51.545816151133],[23.636363636364,52.090045276516],[23.168316831683,52.285409577936],[23.384338433843,52.508683065272],[23.924392439244,52.704047366692],[23.924392439244,52.955230039946],[23.492349234923,53.946006140002],[24.392439243924,53.890187768168],[25.472547254725,54.294870963966],[25.508550855086,54.141370441422],[25.760576057606,54.15532503438],[25.688568856886,54.322780149883],[25.544554455446,54.322780149883],[25.724572457246,54.573962823136],[25.796579657966,54.867009275266],[26.804680468047,55.271692471063],[26.444644464446,55.327510842898],[26.624662466247,55.69033025982],[26.984698469847,55.829876189405],[27.596759675968,55.788012410529],[27.920792079208,56.095013455617],[28.136813681368,56.136877234493],[28.316831683168,56.039195083783],[28.604860486049,56.095013455617]]]}"
84,"Belize","BZ","BLZ","{""type"":""Polygon"",""coordinates"":[[[-88.874887488749,17.887337935132],[-88.514851485149,18.459476246432],[-88.406840684068,18.473430839391],[-88.298829882988,18.459476246432],[-88.370837083708,18.305975723888],[-88.082808280828,18.375748688681],[-88.298829882988,17.608246075961],[-88.154815481548,17.510563925251],[-88.298829882988,17.343108809749],[-88.262826282628,16.812834277324],[-88.334833483348,16.519787825195],[-88.334833483348,16.645379161822],[-88.550855085509,16.268605151941],[-88.730873087309,16.226741373066],[-88.910891089109,15.891831142061],[-89.234923492349,15.877876549102],[-89.162916291629,17.943156306966],[-88.874887488749,17.887337935132]],[[-87.794779477948,17.315199623832],[-87.830783078308,17.398927181583],[-87.794779477948,17.315199623832],[-87.794779477948,17.315199623832]],[[-88.082808280828,17.510563925251],[-88.082808280828,17.510563925251],[-88.082808280828,17.510563925251],[-88.082808280828,17.510563925251]],[[-87.794779477948,17.538473111168],[-87.938793879388,17.273335844956],[-87.794779477948,17.538473111168],[-87.794779477948,17.538473111168]],[[-88.046804680468,17.552427704127],[-88.082808280828,17.636155261878],[-88.046804680468,17.552427704127],[-88.046804680468,17.552427704127]],[[-88.118811881188,17.678019040754],[-88.082808280828,17.733837412588],[-88.118811881188,17.678019040754],[-88.118811881188,17.678019040754]],[[-87.974797479748,18.068747643593],[-87.974797479748,18.068747643593],[-87.974797479748,18.068747643593],[-87.974797479748,18.068747643593]],[[-87.938793879388,18.09665682951],[-87.938793879388,18.09665682951],[-87.938793879388,18.09665682951],[-87.938793879388,18.09665682951]],[[-87.830783078308,18.152475201344],[-88.010801080108,17.901292528091],[-87.830783078308,18.152475201344],[-87.830783078308,18.152475201344]],[[-87.866786678668,18.208293573178],[-87.866786678668,18.208293573178],[-87.866786678668,18.208293573178],[-87.866786678668,18.208293573178]]]}"
60,"Bermuda","BM","BMU","{""type"":""Polygon"",""coordinates"":[[[-64.676096158,32.388657945],[-64.713132160734,32.364352153952],[-64.736387115206,32.343810277502],[-64.732898872035,32.333733130565],[-64.75121009,32.313625393],[-64.780140754,32.303412177],[-64.810833998696,32.307559378665],[-64.80537681347,32.293424542815],[-64.780913866,32.287543036],[-64.832895176261,32.259704858831],[-64.85770046103,32.254666285363],[-64.872041016288,32.276370909536],[-64.858088043605,32.297687951134],[-64.868940355692,32.308927845795],[-64.877976903568,32.286073649106],[-64.88599398897,32.282572230728],[-64.876304424607,32.257766945959],[-64.860801121627,32.248852546745],[-64.834057923985,32.248077381596],[-64.783284606723,32.267456510322],[-64.7548722,32.29311758],[-64.698404022903,32.326369061649],[-64.677862146453,32.334508295714],[-64.70499292667,32.343035112353],[-64.708093587266,32.351561928993],[-64.691427536561,32.363964571377],[-64.655382357131,32.359313580483],[-64.647630705641,32.368227979697],[-64.676096158,32.388657945]]]}"
68,"Bolivia","BO","BOL","{""type"":""Polygon"",""coordinates"":[[[-65.004500450045,-11.989445589104],[-64.500450045004,-12.240628262358],[-64.392439243924,-12.463901749695],[-63.672367236724,-12.477856342653],[-63.312331233123,-12.70112982999],[-63.060306030603,-12.659266051114],[-62.772277227723,-12.994176282119],[-62.124212421242,-13.147676804663],[-61.836183618362,-13.538405407502],[-61.044104410441,-13.46863244271],[-60.46804680468,-13.803542673715],[-60.25202520252,-15.087365225901],[-60.576057605761,-15.101319818859],[-60.25202520252,-15.47809382874],[-60.14401440144,-16.259551034418],[-58.343834383438,-16.273505627377],[-58.487848784878,-16.678188823174],[-58.415841584158,-17.236372541516],[-57.803780378038,-17.529418993645],[-57.479747974797,-18.241103234531],[-57.551755175518,-18.255057827489],[-57.767776777678,-18.910923696541],[-57.731773177318,-19.050469626126],[-58.127812781278,-19.734244681095],[-57.875787578758,-19.985427354348],[-58.163816381638,-20.166837062809],[-58.163816381638,-19.817972238846],[-59.099909990999,-19.287697706421],[-60,-19.30165229938],[-61.764176417642,-19.650517123343],[-62.268226822682,-20.557565665649],[-62.268226822682,-21.059931012156],[-62.664266426643,-22.232116820674],[-62.808280828083,-21.994888740378],[-63.924392439244,-21.994888740378],[-64.320432043204,-22.874028096766],[-64.608460846085,-22.204207634756],[-65.760576057606,-22.120480077005],[-66.228622862286,-21.785569846],[-66.300630063006,-22.07861629813],[-66.732673267327,-22.218162227715],[-66.768676867687,-22.427481122093],[-67.020702070207,-22.525163272803],[-67.200720072007,-22.818209724932],[-67.776777677768,-22.887982689725],[-67.884788478848,-22.818209724932],[-67.848784878488,-22.55307245872],[-68.208820882088,-21.283204499493],[-68.568856885689,-20.920385082571],[-68.496849684968,-20.627338630441],[-68.748874887489,-20.418019736063],[-68.676867686769,-20.334292178312],[-68.784878487849,-20.111018690975],[-68.604860486049,-20.055200319141],[-68.532853285329,-19.915654389556],[-68.712871287129,-19.720290088136],[-68.460846084608,-19.441198228965],[-69.000900090009,-18.952787475416],[-69.144914491449,-18.143421083821],[-69.072907290729,-18.045738933111],[-69.288928892889,-17.975965968319],[-69.504950495049,-17.375918471101],[-69.64896489649,-17.29219091335],[-68.820882088209,-16.329323999211],[-69.180918091809,-16.189778069625],[-69.432943294329,-15.631594351284],[-69.144914491449,-15.226911155486],[-69.396939693969,-14.975728482232],[-69.360936093609,-14.80827336673],[-68.856885688569,-14.194271276554],[-69.108910891089,-13.663996744129],[-68.964896489649,-13.496541628627],[-68.964896489649,-12.868584945493],[-68.676867686769,-12.50576552857],[-69.57695769577,-10.956805710172],[-68.820882088209,-10.998669489048],[-68.784878487849,-11.138215418633],[-68.604860486049,-11.110306232716],[-68.280828082808,-10.984714896089],[-68.028802880288,-10.663759258043],[-67.704770477048,-10.705623036919],[-67.596759675968,-10.496304142541],[-66.624662466247,-9.9102112382818],[-65.796579657966,-9.7288015298208],[-65.580558055806,-9.8404382734891],[-65.400540054005,-9.6869377509451],[-65.292529252925,-9.8404382734891],[-65.292529252925,-10.203257690411],[-65.436543654365,-10.468394956623],[-65.292529252925,-11.501034835555],[-65.004500450045,-11.989445589104]]]}"
